rank,a_nm,h_spine,Wt,ht,Wb,hb,delta_s,h_spine_nm,Wt_nm,ht_nm,Wb_nm,hb_nm,delta_s_nm,band,bw_nm,ng_mean,ng_median,wl_center_nm,meets_target,params_hash
15,380.0,0.55,0.49122807017543857,0.7060259344012205,0.49122807017543857,0.5430968726163234,0.0,209.00000000000003,186.66666666666666,268.2898550724638,186.66666666666666,206.3768115942029,0.0,6,56.81958561282977,5.553291862409287,5.317023973970141,1499.7156604199088,True,e381fc2c
16,380.0,0.55,0.5442676458588331,0.6681354549163606,0.4732762137902897,0.5809873521011831,0.0,209.00000000000003,206.8217054263566,253.89147286821702,179.84496124031008,220.77519379844958,0.0,6,56.807124138972995,5.607250822082756,5.424915311468296,1507.060389387193,True,35ba2bb1
17,380.0,0.55,0.5087719298245614,0.7060259344012205,0.5087719298245614,0.5430968726163234,0.0,209.00000000000003,193.33333333333334,268.2898550724638,193.33333333333334,206.3768115942029,0.0,6,56.772589307350245,5.592184533875314,5.3797379168709805,1503.8084128981145,True,de644942
18,380.0,0.55,0.467520151730678,0.5739212897107633,0.5500237079184448,0.6752015173067804,0.0,209.00000000000003,177.65765765765764,218.09009009009006,209.00900900900902,256.57657657657654,0.0,6,56.71841035885814,5.633470170206129,5.505005777534532,1508.2651248919865,True,95389cfc
19,380.0,0.55,0.5263157894736842,0.7060259344012205,0.5263157894736842,0.5430968726163234,0.0,209.00000000000003,200.0,268.2898550724638,200.0,206.3768115942029,0.0,6,56.56067473919302,5.694495132649943,5.546495503177034,1513.2258632781768,True,7a982f14
20,380.0,0.55,0.525499796001632,0.5739212897107633,0.4569563443492452,0.6752015173067804,0.0,209.00000000000003,199.68992248062017,218.09009009009006,173.64341085271317,256.57657657657654,0.0,6,56.490383533925296,5.539635788200629,5.266018123182424,1497.2459556102458,True,279fc127
21,380.0,0.55,0.47368421052631576,0.6681354549163606,0.47368421052631576,0.5809873521011831,0.0,209.00000000000003,180.0,253.89147286821702,180.0,220.77519379844958,0.0,6,56.32552188456316,5.529215220680103,5.231562277392587,1495.3566584372097,True,f5cfde60
22,380.0,0.55,0.49122807017543857,0.6681354549163606,0.49122807017543857,0.5809873521011831,0.0,209.00000000000003,186.66666666666666,253.89147286821702,186.66666666666666,220.77519379844958,0.0,6,56.308354047200964,5.549494019421508,5.261803660773593,1497.7243607321625,True,9565bc28
23,380.0,0.55,0.4836415362731151,0.7060259344012205,0.5689900426742531,0.5430968726163234,0.0,209.00000000000003,183.78378378378375,268.2898550724638,216.2162162162162,206.3768115942029,0.0,6,56.29948373250454,5.669566002356429,5.546264926816626,1510.0894362004456,True,12d3c85b
24,380.0,0.55,0.4836415362731151,0.6681354549163606,0.5689900426742531,0.5809873521011831,0.0,209.00000000000003,183.78378378378375,253.89147286821702,216.2162162162162,220.77519379844958,0.0,6,56.2575617904738,5.646333706510216,5.487773341351655,1508.624614039461,True,47463f0d
25,380.0,0.55,0.5087719298245614,0.6681354549163606,0.5087719298245614,0.5809873521011831,0.0,209.00000000000003,193.33333333333334,253.89147286821702,193.33333333333334,220.77519379844958,0.0,6,56.25611572037269,5.588244474965414,5.379192170697733,1501.8906815998205,True,8d8ecfc4
26,380.0,0.55,0.4836415362731151,0.6245614035087719,0.5689900426742531,0.6245614035087719,0.0,209.00000000000003,183.78378378378375,237.33333333333331,216.2162162162162,237.33333333333331,0.0,6,56.248729845658545,5.654063319097113,5.525160950430108,1508.6116923460395,True,2c899b19
27,380.0,0.55,0.467520151730678,0.7060259344012205,0.5500237079184448,0.5430968726163234,0.0,209.00000000000003,177.65765765765764,268.2898550724638,209.00900900900902,206.3768115942029,0.0,6,56.24427108701934,5.639430270725142,5.452134042864857,1506.521447711692,True,bea16d6d
28,380.0,0.55,0.467520151730678,0.6681354549163606,0.5500237079184448,0.5809873521011831,0.0,209.00000000000003,177.65765765765764,253.89147286821702,209.00900900900902,220.77519379844958,0.0,6,56.18234882864658,5.618057036805943,5.395510739114606,1505.0422927354343,True,94f84f57
29,380.0,0.55,0.467520151730678,0.6245614035087719,0.5500237079184448,0.6245614035087719,0.0,209.00000000000003,177.65765765765764,237.33333333333331,209.00900900900902,237.33333333333331,0.0,6,56.10362617981082,5.62863305582953,5.430447251635453,1505.0810986469683,True,80b5f1d8
30,380.0,0.55,0.5630354957160342,0.6245614035087719,0.48959608323133413,0.6245614035087719,0.0,209.00000000000003,213.95348837209298,237.33333333333331,186.04651162790697,237.33333333333331,0.0,6,56.08354483908283,5.661053592701975,5.529521279965157,1508.4130488532562,True,9a07432d
31,380.0,0.55,0.5263157894736842,0.6681354549163606,0.5263157894736842,0.5809873521011831,0.0,209.00000000000003,200.0,253.89147286821702,200.0,220.77519379844958,0.0,6,56.028682753366866,5.690198933769558,5.552161584182958,1511.4073656638222,True,faa341b8
32,380.0,0.55,0.47368421052631576,0.5739212897107633,0.47368421052631576,0.6752015173067804,0.0,209.00000000000003,180.0,218.09009009009006,180.0,256.57657657657654,0.0,6,55.82093182755193,5.580152119403645,5.313937024519807,1497.2894377317525,True,b6239732
33,380.0,0.55,0.5442676458588331,0.6245614035087719,0.4732762137902897,0.6245614035087719,0.0,209.00000000000003,206.8217054263566,237.33333333333331,179.84496124031008,237.33333333333331,0.0,6,55.80697486999793,5.652793462355633,5.473264815751918,1505.9685878766977,True,95c33512
